,rank,country,participant,result,discipline,event,olympic_host,olympic_game_year,gender
209,2,AUS,nathan deakes,01:20:02.000,Athletics,20km walk,Athens,2004,men
255,0,KEN,ezekiel kemboi,00:08:05.810,Athletics,3000m steeplechase,Athens,2004,men
256,1,KEN,brimin kiprop kipruto,00:08:06.110,Athletics,3000m steeplechase,Athens,2004,men
257,2,KEN,paul kipsiele koech,00:08:06.640,Athletics,3000m steeplechase,Athens,2004,men
273,0,DOM,felix sanchez,47.630,Athletics,400m hurdles,Athens,2004,men
274,1,JAM,danny mcfarlane,48.110,Athletics,400m hurdles,Athens,2004,men
275,2,FRA,naman keita,48.260,Athletics,400m hurdles,Athens,2004,men
282,0,GRE,fani chalkia,52.820,Athletics,400m hurdles,Athens,2004,women
283,1,ROU,ionela tirlea-manolache,53.380,Athletics,400m hurdles,Athens,2004,women
284,2,UKR,tetiana tereshchuk-antipova,53.440,Athletics,400m hurdles,Athens,2004,women
291,0,USA,jeremy wariner,44.000,Athletics,400m,Athens,2004,men
292,1,USA,otis harris,44.160,Athletics,400m,Athens,2004,men
293,2,USA,derrick brew,44.420,Athletics,400m,Athens,2004,men
302,0,BAH,tonique williams-darling,49.410,Athletics,400m,Athens,2004,women
303,1,MEX,ana guevara,49.560,Athletics,400m,Athens,2004,women
304,2,RUS,natalya antyukh,49.890,Athletics,400m,Athens,2004,women
310,0,,,38.070,Athletics,4x100m relay,Athens,2004,men
311,1,,,38.080,Athletics,4x100m relay,Athens,2004,men
312,2,,,38.230,Athletics,4x100m relay,Athens,2004,men
319,0,,,41.73,Athletics,4x100m relay,Athens,2004,women
320,1,,,42.27,Athletics,4x100m relay,Athens,2004,women
321,2,,,42.54,Athletics,4x100m relay,Athens,2004,women
331,0,,,00:02:55.910,Athletics,4x400m relay,Athens,2004,men
332,1,,,00:03:00.600,Athletics,4x400m relay,Athens,2004,men
333,2,,,00:03:00.900,Athletics,4x400m relay,Athens,2004,men
342,0,,,00:03:19.01,Athletics,4x400m relay,Athens,2004,women
343,1,,,00:03:20.16,Athletics,4x400m relay,Athens,2004,women
344,2,,,00:03:22.00,Athletics,4x400m relay,Athens,2004,women
350,0,MAR,hicham el guerrouj,00:13:14.390,Athletics,5000m,Athens,2004,men
351,1,ETH,kenenisa bekele,00:13:14.590,Athletics,5000m,Athens,2004,men
352,2,KEN,eliud kipchoge,00:13:15.100,Athletics,5000m,Athens,2004,men
366,0,ETH,meseret defar,00:14:45.650,Athletics,5000m,Athens,2004,women
367,1,KEN,isabella ochichi,00:14:48.190,Athletics,5000m,Athens,2004,women
368,2,ETH,tirunesh dibaba,00:14:51.830,Athletics,5000m,Athens,2004,women
382,0,POL,robert korzeniowski,03:38:46.000,Athletics,50km walk,Athens,2004,men
383,1,RUS,denis nizhegorodov,03:42:50.000,Athletics,50km walk,Athens,2004,men
384,2,RUS,aleksey voyevodin,03:43:34.000,Athletics,50km walk,Athens,2004,men
436,0,RUS,yury borzakovsky,00:01:44.450,Athletics,800m,Athens,2004,men
437,1,RSA,mbulaeni mulaudzi,00:01:44.610,Athletics,800m,Athens,2004,men
438,2,DEN,wilson kipketer,00:01:44.650,Athletics,800m,Athens,2004,men
445,0,GBR,kelly holmes,00:01:56.380,Athletics,800m,Athens,2004,women
446,1,MAR,hasna benhassi,00:01:56.430,Athletics,800m,Athens,2004,women
447,2,SLO,jolanda ceplak,00:01:56.430,Athletics,800m,Athens,2004,women
454,0,CZE,roman sebrle,8893,Athletics,decathlon,Athens,2004,men
455,1,USA,bryan clay,8820,Athletics,decathlon,Athens,2004,men
456,2,KAZ,dmitriy karpov,8725,Athletics,decathlon,Athens,2004,men
493,0,LTU,virgilijus alekna,69.89,Athletics,discus throw,Athens,2004,men
494,1,HUN,zoltan kovago,67.04,Athletics,discus throw,Athens,2004,men
495,2,EST,aleksander tammert,66.66,Athletics,discus throw,Athens,2004,men
507,0,RUS,natalya sadova,67.02,Athletics,discus throw,Athens,2004,women
508,1,GRE,anastasia kelesidou,66.68,Athletics,discus throw,Athens,2004,women
509,2,CZE,vera pospisilova-cechlova,66.08,Athletics,discus throw,Athens,2004,women
520,0,JPN,koji murofushi,82.91,Athletics,hammer throw,Athens,2004,men
521,1,TUR,esref apak,79.51,Athletics,hammer throw,Athens,2004,men
522,2,BLR,vadim devyatovskiy,78.82,Athletics,hammer throw,Athens,2004,men
534,0,RUS,olga kuzenkova,75.02,Athletics,hammer throw,Athens,2004,women
535,1,CUB,yipsi moreno,73.36,Athletics,hammer throw,Athens,2004,women
536,2,CUB,yunaika crawford,73.16,Athletics,hammer throw,Athens,2004,women
548,0,SWE,carolina kluft,6952,Athletics,heptathlon,Athens,2004,women
549,1,LTU,austra skujyte,6435,Athletics,heptathlon,Athens,2004,women
550,2,GBR,kelly sotherton,6424,Athletics,heptathlon,Athens,2004,women
582,0,SWE,stefan holm,2.36,Athletics,high jump,Athens,2004,men
583,1,USA,matt hemingway,2.34,Athletics,high jump,Athens,2004,men
584,2,CZE,jaroslav baba,2.34,Athletics,high jump,Athens,2004,men
596,0,RUS,elena slesarenko,2.06,Athletics,high jump,Athens,2004,women
597,1,RSA,hestrie cloete,2.02,Athletics,high jump,Athens,2004,women
598,2,UKR,vita styopina,2.02,Athletics,high jump,Athens,2004,women
608,0,NOR,andreas thorkildsen,86.5,Athletics,javelin throw,Athens,2004,men
609,1,LAT,vadims vasilevskis,84.95,Athletics,javelin throw,Athens,2004,men
610,2,RUS,sergey makarov,84.84,Athletics,javelin throw,Athens,2004,men
621,0,CUB,osleidys menendez,71.53,Athletics,javelin throw,Athens,2004,women
622,1,GER,steffi nerius,65.82,Athletics,javelin throw,Athens,2004,women
623,2,GRE,mirella maniani-tzelili,64.29,Athletics,javelin throw,Athens,2004,women
634,0,USA,dwight phillips,8.59,Athletics,long jump,Athens,2004,men
635,1,USA,john moffitt,8.47,Athletics,long jump,Athens,2004,men
636,2,ESP,joan lino martinez,8.32,Athletics,long jump,Athens,2004,men
648,0,RUS,tatyana lebedeva,7.07,Athletics,long jump,Athens,2004,women
649,1,RUS,irina simagina,7.05,Athletics,long jump,Athens,2004,women
650,2,RUS,tatyana kotova,7.05,Athletics,long jump,Athens,2004,women
662,0,ITA,stefano baldini,02:10:55.000,Athletics,marathon,Athens,2004,men
663,1,USA,mebrahtom keflezighi,02:11:29.000,Athletics,marathon,Athens,2004,men
664,2,BRA,vanderlei de lima,02:12:11.000,Athletics,marathon,Athens,2004,men
764,0,JPN,mizuki noguchi,02:26:20.000,Athletics,marathon,Athens,2004,women
765,1,KEN,catherine ndereba,02:26:32.000,Athletics,marathon,Athens,2004,women
766,2,USA,deena kastor,02:27:20.000,Athletics,marathon,Athens,2004,women
846,0,USA,timothy mack,5.95,Athletics,pole vault,Athens,2004,men
847,1,USA,toby stevenson,5.90,Athletics,pole vault,Athens,2004,men
848,2,ITA,giuseppe gibilisco,5.85,Athletics,pole vault,Athens,2004,men
868,0,RUS,yelena isinbaeva,4.91,Athletics,pole vault,Athens,2004,women
869,1,RUS,svetlana feofanova,4.75,Athletics,pole vault,Athens,2004,women
870,2,POL,anna rogowska,4.7,Athletics,pole vault,Athens,2004,women
884,0,USA,adam nelson,21.16,Athletics,shot put,Athens,2004,men
885,1,DEN,joachim broechner olsen,21.07,Athletics,shot put,Athens,2004,men
886,2,ESP,manuel martinez,20.84,Athletics,shot put,Athens,2004,men
898,0,CUB,yumileidi cumba,19.59,Athletics,shot put,Athens,2004,women
899,1,GER,nadine kleinert,19.55,Athletics,shot put,Athens,2004,women
900,2,BLR,nadezhda ostapchuk,19.01,Athletics,shot put,Athens,2004,women
911,0,SWE,christian olsson,17.79,Athletics,triple jump,Athens,2004,men
912,1,ROU,marian oprea,17.55,Athletics,triple jump,Athens,2004,men
913,2,RUS,danil burkenya,17.48,Athletics,triple jump,Athens,2004,men
928,0,CMR,françoise mbango etone,15.3,Athletics,triple jump,Athens,2004,women
929,1,GRE,hrysopiyi devetzi,15.25,Athletics,triple jump,Athens,2004,women
930,2,RUS,tatyana lebedeva,15.14,Athletics,triple jump,Athens,2004,women
1091,0,USA,"gary hall, jr.",21.930,Swimming,50m freestyle,Athens,2004,men
1092,1,CRO,duje draganja,21.940,Swimming,50m freestyle,Athens,2004,men
1093,2,RSA,roland schoeman,22.020,Swimming,50m freestyle,Athens,2004,men
1177,0,NED,inge de bruijn,24.580,Swimming,50m freestyle,Athens,2004,women
1178,1,FRA,malia metella,24.890,Swimming,50m freestyle,Athens,2004,women
1179,2,AUS,libby trickett,24.910,Swimming,50m freestyle,Athens,2004,women
0,0,CHN,gonghong tang,305,Weightlifting,+75kg,Athens,2004,women
1,1,KOR,mi-ran jang,302.5,Weightlifting,+75kg,Athens,2004,women
2,2,POL,agata wrobel,290,Weightlifting,+75kg,Athens,2004,women
34,0,IRI,hossein reza zadeh,=OR,Weightlifting,105kg superheavyweight,Athens,2004,men
51,0,TUR,nurcan taylan,WR,Weightlifting,48kg,Athens,2004,women
74,0,TUR,halil mutlu,295,Weightlifting,56kg bantamweight,Athens,2004,men
75,1,CHN,meijin wu,287.5,Weightlifting,56kg bantamweight,Athens,2004,men
76,2,TUR,sedat artuc,280,Weightlifting,56kg bantamweight,Athens,2004,men
91,0,CHN,yanqing chen,OR,Weightlifting,58kg,Athens,2004,women
92,1,PRK,song hui ri,OR,Weightlifting,58kg,Athens,2004,women
93,2,THA,wandee kameaim,OR,Weightlifting,58kg,Athens,2004,women
105,0,CHN,zhiyong shi,325,Weightlifting,62kg featherweight,Athens,2004,men
106,1,CHN,maosheng le,312.5,Weightlifting,62kg featherweight,Athens,2004,men
107,2,VEN,israel jose rubio,295,Weightlifting,62kg featherweight,Athens,2004,men
125,0,UKR,nataliya skakun,=OR,Weightlifting,63kg,Athens,2004,women
126,1,BLR,hanna batsiushka,=OR,Weightlifting,63kg,Athens,2004,women
134,0,CHN,guozheng zhang,347.5,Weightlifting,69kg,Athens,2004,men
135,1,KOR,bae-yeong lee,342.5,Weightlifting,69kg,Athens,2004,men
136,2,CRO,nikolay pechalov,337.5,Weightlifting,69kg,Athens,2004,men
151,0,CHN,chunhong liu,WR,Weightlifting,69kg,Athens,2004,women
162,0,THA,pawina thongsuk,WR,Weightlifting,75kg,Athens,2004,women
163,1,RUS,natalya zabolotnaya,WR,Weightlifting,75kg,Athens,2004,women
178,0,TUR,taner sagir,375,Weightlifting,77kg,Athens,2004,men
179,1,KAZ,sergey filimonov,372.5,Weightlifting,77kg,Athens,2004,men
180,2,TUR,reyhan arabacıoğlu,360,Weightlifting,77kg,Athens,2004,men
0,0,ETH,haile gebrselassie,00:27:07.340,Athletics,10000m,Atlanta,1996,men
1,1,KEN,paul tergat,00:27:08.170,Athletics,10000m,Atlanta,1996,men
2,2,MAR,salah hissou,00:27:24.670,Athletics,10000m,Atlanta,1996,men
26,0,RUS,yelena nikolayeva,00:41:49.000,Athletics,10000m walk,Atlanta,1996,women
27,1,ITA,elisabetta perrone,00:42:12.000,Athletics,10000m walk,Atlanta,1996,women
28,2,CHN,yan wang,00:42:19.000,Athletics,10000m walk,Atlanta,1996,women
70,0,POR,fernanda ribeiro,00:31:01.630,Athletics,10000m,Atlanta,1996,women
71,1,CHN,junxia wang,00:31:02.580,Athletics,10000m,Atlanta,1996,women
72,2,ETH,gete wami,00:31:06.650,Athletics,10000m,Atlanta,1996,women
91,0,SWE,ludmila engquist,12.580,Athletics,100m hurdles,Atlanta,1996,women
92,1,SLO,brigitta bukovec,12.590,Athletics,100m hurdles,Atlanta,1996,women
93,2,FRA,patricia girard,12.650,Athletics,100m hurdles,Atlanta,1996,women
103,0,CAN,donovan bailey,09.840,Athletics,100m,Atlanta,1996,men
104,1,NAM,frank fredericks,09.890,Athletics,100m,Atlanta,1996,men
105,2,TTO,ato boldon,09.900,Athletics,100m,Atlanta,1996,men
113,0,USA,yolanda gail devers-roberts,10.940,Athletics,100m,Atlanta,1996,women
114,1,JAM,merlene ottey-page,10.940,Athletics,100m,Atlanta,1996,women
115,2,USA,gwen torrence,10.960,Athletics,100m,Atlanta,1996,women
122,0,USA,allen johnson,12.950,Athletics,110m hurdles,Atlanta,1996,men
123,1,USA,mark crear,13.090,Athletics,110m hurdles,Atlanta,1996,men
124,2,GER,florian schwarthoff,13.170,Athletics,110m hurdles,Atlanta,1996,men
135,0,ALG,nourredine morceli,00:03:35.780,Athletics,1500m,Atlanta,1996,men
136,1,ESP,fermin cacho ruiz,00:03:36.400,Athletics,1500m,Atlanta,1996,men
137,2,KEN,stephen kipkorir,00:03:36.720,Athletics,1500m,Atlanta,1996,men
148,0,RUS,svetlana masterkova,00:04:00.830,Athletics,1500m,Atlanta,1996,women
149,1,ROU,gabriela szabo,00:04:01.540,Athletics,1500m,Atlanta,1996,women
150,2,AUT,theresia kiesl,00:04:03.020,Athletics,1500m,Atlanta,1996,women
161,0,USA,michael johnson,19.320,Athletics,200m,Atlanta,1996,men
162,1,NAM,frank fredericks,19.680,Athletics,200m,Atlanta,1996,men
163,2,TTO,ato boldon,19.800,Athletics,200m,Atlanta,1996,men
174,0,FRA,marie-jose perec,22.120,Athletics,200m,Atlanta,1996,women
175,1,JAM,merlene ottey-page,22.240,Athletics,200m,Atlanta,1996,women
176,2,NGR,mary onyali-omagbemi,22.380,Athletics,200m,Atlanta,1996,women
183,0,ECU,jefferson perez,01:20:07.000,Athletics,20km walk,Atlanta,1996,men
184,1,RUS,ilya markov,01:20:16.000,Athletics,20km walk,Atlanta,1996,men
185,2,MEX,bernardo segura,01:20:23.000,Athletics,20km walk,Atlanta,1996,men
244,0,KEN,joseph keter,00:08:07.120,Athletics,3000m steeplechase,Atlanta,1996,men
245,1,KEN,moses kiptanui,00:08:08.330,Athletics,3000m steeplechase,Atlanta,1996,men
246,2,ITA,alessandro lambruschini,00:08:11.280,Athletics,3000m steeplechase,Atlanta,1996,men
257,0,USA,derrick adkins,47.540,Athletics,400m hurdles,Atlanta,1996,men
258,1,ZAM,samuel matete,47.780,Athletics,400m hurdles,Atlanta,1996,men
259,2,USA,calvin davis,47.960,Athletics,400m hurdles,Atlanta,1996,men
266,0,JAM,deon marie hemmings,52.820,Athletics,400m hurdles,Atlanta,1996,women
267,1,USA,kim batten,53.080,Athletics,400m hurdles,Atlanta,1996,women
268,2,USA,tonja buford-bailey,53.220,Athletics,400m hurdles,Atlanta,1996,women
276,0,USA,michael johnson,43.490,Athletics,400m,Atlanta,1996,men
277,1,GBR,roger black,44.410,Athletics,400m,Atlanta,1996,men
278,2,UGA,davis kamoga,44.530,Athletics,400m,Atlanta,1996,men
292,0,FRA,marie-jose perec,48.250,Athletics,400m,Atlanta,1996,women
293,1,AUS,cathy freeman,48.630,Athletics,400m,Atlanta,1996,women
294,2,NGR,falilat ogunkoya,49.100,Athletics,400m,Atlanta,1996,women
301,0,,,37.690,Athletics,4x100m relay,Atlanta,1996,men
302,1,,,38.050,Athletics,4x100m relay,Atlanta,1996,men
303,2,,,38.410,Athletics,4x100m relay,Atlanta,1996,men
320,0,,,41.950,Athletics,4x100m relay,Atlanta,1996,women
321,1,,,42.140,Athletics,4x100m relay,Atlanta,1996,women
322,2,,,42.240,Athletics,4x100m relay,Atlanta,1996,women
335,0,,,00:02:55.990,Athletics,4x400m relay,Atlanta,1996,men
336,1,,,00:02:56.600,Athletics,4x400m relay,Atlanta,1996,men
337,2,,,00:02:59.420,Athletics,4x400m relay,Atlanta,1996,men
346,0,,,00:03:20.910,Athletics,4x400m relay,Atlanta,1996,women
347,1,,,00:03:21.040,Athletics,4x400m relay,Atlanta,1996,women
348,2,,,00:03:21.140,Athletics,4x400m relay,Atlanta,1996,women
356,0,BDI,venuste niyongabo,00:13:07.960,Athletics,5000m,Atlanta,1996,men
357,1,KEN,paul bitok,00:13:08.160,Athletics,5000m,Atlanta,1996,men
358,2,MAR,khalid boulami,00:13:08.370,Athletics,5000m,Atlanta,1996,men
375,0,CHN,junxia wang,00:14:59.880,Athletics,5000m,Atlanta,1996,women
376,1,KEN,pauline konga,00:15:03.490,Athletics,5000m,Atlanta,1996,women
377,2,ITA,roberta brunet,00:15:07.520,Athletics,5000m,Atlanta,1996,women
393,0,POL,robert korzeniowski,03:43:30.000,Athletics,50km walk,Atlanta,1996,men
394,1,RUS,mikhail shchennikov,03:43:46.000,Athletics,50km walk,Atlanta,1996,men
395,2,ESP,valentin massana,03:44:19.000,Athletics,50km walk,Atlanta,1996,men
445,0,NOR,vebjorn rodal,00:01:42.580,Athletics,800m,Atlanta,1996,men
446,1,RSA,hezekiel sepeng,00:01:42.740,Athletics,800m,Atlanta,1996,men
447,2,KEN,fred onyancha,00:01:42.790,Athletics,800m,Atlanta,1996,men
455,0,RUS,svetlana masterkova,00:01:57.730,Athletics,800m,Atlanta,1996,women
456,1,CUB,ana fidelia quirot,00:01:58.110,Athletics,800m,Atlanta,1996,women
457,2,MOZ,maria mutola,00:01:58.710,Athletics,800m,Atlanta,1996,women
468,0,USA,dan o'brien,8824,Athletics,decathlon,Atlanta,1996,men
469,1,GER,frank busemann,8706,Athletics,decathlon,Atlanta,1996,men
470,2,CZE,tomas dvorak,8664,Athletics,decathlon,Atlanta,1996,men
508,0,GER,lars riedel,69.4,Athletics,discus throw,Atlanta,1996,men
509,1,BLR,vladimir dubrovshchik,66.6,Athletics,discus throw,Atlanta,1996,men
510,2,BLR,vasiliy kaptyukh,65.8,Athletics,discus throw,Atlanta,1996,men
521,0,GER,ilke wyludda,69.66,Athletics,discus throw,Atlanta,1996,women
522,1,RUS,natalya sadova,66.48,Athletics,discus throw,Atlanta,1996,women
523,2,BLR,ellina zvereva,65.64,Athletics,discus throw,Atlanta,1996,women
533,0,HUN,balazs kiss,81.24,Athletics,hammer throw,Atlanta,1996,men
534,1,USA,lance earl deal,81.12,Athletics,hammer throw,Atlanta,1996,men
535,2,UKR,oleksandr krykun,80.02,Athletics,hammer throw,Atlanta,1996,men
546,0,SYR,ghada shouaa,6780,Athletics,heptathlon,Atlanta,1996,women
547,1,BLR,natalya sazanovich,6563,Athletics,heptathlon,Atlanta,1996,women
548,2,GBR,denise lewis,6489,Athletics,heptathlon,Atlanta,1996,women
575,0,USA,charles austin,2.39,Athletics,high jump,Atlanta,1996,men
576,1,POL,artur partyka,2.37,Athletics,high jump,Atlanta,1996,men
577,2,GBR,stephen james smith,2.35,Athletics,high jump,Atlanta,1996,men
593,0,BUL,stefka kostadinova,2.05,Athletics,high jump,Atlanta,1996,women
594,1,GRE,niki bakogianni,2.03,Athletics,high jump,Atlanta,1996,women
595,2,UKR,inha babakova,2.01,Athletics,high jump,Atlanta,1996,women
610,0,CZE,jan železný,88.16,Athletics,javelin throw,Atlanta,1996,men
611,1,GBR,steve backley,87.44,Athletics,javelin throw,Atlanta,1996,men
612,2,FIN,seppo henrik raty,86.98,Athletics,javelin throw,Atlanta,1996,men
623,0,FIN,heli orvokki rantanen,67.94,Athletics,javelin throw,Atlanta,1996,women
624,1,AUS,louise mcpaul,65.54,Athletics,javelin throw,Atlanta,1996,women
625,2,NOR,trine hattestad,64.98,Athletics,javelin throw,Atlanta,1996,women
636,0,USA,carl lewis,8.5,Athletics,long jump,Atlanta,1996,men
637,1,JAM,james beckford,8.29,Athletics,long jump,Atlanta,1996,men
638,2,USA,joe greene,8.24,Athletics,long jump,Atlanta,1996,men
659,0,NGR,chioma ajunwa,7.12,Athletics,long jump,Atlanta,1996,women
660,1,ITA,fiona may,7.02,Athletics,long jump,Atlanta,1996,women
661,2,USA,jackie joyner-kersee,7,Athletics,long jump,Atlanta,1996,women
683,0,RSA,josia thugwane,02:12:36.000,Athletics,marathon,Atlanta,1996,men
684,1,KOR,bong-ju lee,02:12:39.000,Athletics,marathon,Atlanta,1996,men
685,2,KEN,erick wainaina,02:12:44.000,Athletics,marathon,Atlanta,1996,men
807,0,ETH,fatuma roba,02:26:05.000,Athletics,marathon,Atlanta,1996,women
808,1,RUS,valentina yegorova,02:28:05.000,Athletics,marathon,Atlanta,1996,women
809,2,JPN,yuko arimori,02:28:39.000,Athletics,marathon,Atlanta,1996,women
895,0,FRA,jean galfione,5.92,Athletics,pole vault,Atlanta,1996,men
896,1,RUS,igor trandenkov,5.92,Athletics,pole vault,Atlanta,1996,men
897,2,GER,andrej tiwontschik,5.92,Athletics,pole vault,Atlanta,1996,men
917,0,USA,eric randolph barnes,21.62,Athletics,shot put,Atlanta,1996,men
918,1,USA,john godina,20.79,Athletics,shot put,Atlanta,1996,men
919,2,UKR,oleksandr bagach,20.75,Athletics,shot put,Atlanta,1996,men
931,0,GER,astrid kumbernuss,20.56,Athletics,shot put,Atlanta,1996,women
932,1,CHN,xinmei sui,19.88,Athletics,shot put,Atlanta,1996,women
933,2,RUS,irina khudoroshkina,19.35,Athletics,shot put,Atlanta,1996,women
945,0,USA,kenny harrison,18.09,Athletics,triple jump,Atlanta,1996,men
946,1,GBR,jonathan david edwards,17.88,Athletics,triple jump,Atlanta,1996,men
947,2,CUB,yoelbi quesada,17.44,Athletics,triple jump,Atlanta,1996,men
958,0,UKR,inessa kravets,15.33,Athletics,triple jump,Atlanta,1996,women
959,1,RUS,inna lasovskaya,14.98,Athletics,triple jump,Atlanta,1996,women
960,2,CZE,sarka kasparkova,14.98,Athletics,triple jump,Atlanta,1996,women
1088,0,RUS,alexander popov,22.130,Swimming,50m freestyle,Atlanta,1996,men
1089,1,USA,"gary hall, jr.",22.260,Swimming,50m freestyle,Atlanta,1996,men
1090,2,BRA,fernando scherer,22.290,Swimming,50m freestyle,Atlanta,1996,men
1153,0,USA,amy van dyken,24.870,Swimming,50m freestyle,Atlanta,1996,women
1154,1,CHN,jingyi le,24.900,Swimming,50m freestyle,Atlanta,1996,women
1155,2,GER,sandra voelker,25.140,Swimming,50m freestyle,Atlanta,1996,women
0,0,RUS,andrey chemerkin,WR,Weightlifting,108kg super heavyweight,Atlanta,1996,men
18,0,CHN,ningsheng tang,WR,Weightlifting,54  59kg bantamweight,Atlanta,1996,men
38,0,TUR,halil mutlu,OR,Weightlifting,54kg flyweight,Atlanta,1996,men
60,0,TUR,naim süleymanoğlu,WR,Weightlifting,59  64kg featherweight,Atlanta,1996,men
96,0,CHN,xugang zhan,WR,Weightlifting,64  70kg lightweight,Atlanta,1996,men
123,0,CUB,pablo lara,OR,Weightlifting,70  76kg middleweight,Atlanta,1996,men
147,0,GRE,pyrros dimas,WR,Weightlifting,76  83kg lightheavyweight,Atlanta,1996,men
167,0,RUS,aleksey petrov,OR,Weightlifting,83 - 91kg middle-heavyweight,Atlanta,1996,men
192,0,GRE,akakios kakiasvilis,WR,Weightlifting,91 - 99kg (first-heavyweight),Atlanta,1996,men
220,0,UKR,timour taimazov,OR,Weightlifting,99  108kg heavyweight,Atlanta,1996,men
0,0,MAR,khalid skah,00:27:46.700,Athletics,10000m,Barcelona,1992,men
1,1,KEN,richard chelimo,00:27:47.720,Athletics,10000m,Barcelona,1992,men
2,2,ETH,addis abebe,00:28:00.070,Athletics,10000m,Barcelona,1992,men
26,0,CHN,yueling chen,00:44:32.000,Athletics,10000m walk,Barcelona,1992,women
27,1,EUN,yelena nikolayeva,00:44:33.000,Athletics,10000m walk,Barcelona,1992,women
28,2,CHN,chunxiu li,00:44:41.000,Athletics,10000m walk,Barcelona,1992,women
70,0,ETH,derartu tulu,00:31:06.020,Athletics,10000m,Barcelona,1992,women
71,1,RSA,elana meyer,00:31:11.750,Athletics,10000m,Barcelona,1992,women
72,2,USA,lynn a. jennings,00:31:19.890,Athletics,10000m,Barcelona,1992,women
98,0,GRE,paraskevi voula patoulidou,12.640,Athletics,100m hurdles,Barcelona,1992,women
